Data,Cidade,Unidade Hospitalar,Total Leitos Adulto Clínico, Total Leitos Adulto Clínico Ocupados,Total Leitos Adulto Clínico Livre,Total Leitos Adulto UTI,Total Leitos Adulto UTI Ocupados,Total Leitos Adulto UTI Livre,Total Leitos Pediatrico Clinico,Total Leitos Pediatrico Clinico Ocupados,Total Leitos Pediatrico Clinico Livre,Total Leitos Pediatrico UTI,Total Leitos Pediatrico UTI Ocupados,Total Leitos Pediatrico UTI Livre
27/05/2020 12:09:24,Cacoal,Hospital Regional de Cacoal - HRC,17,6,11,16,4,1,8,0,8,1,0,1,
28/05/2020 08:40:25,Porto Velho,Hospital Estadual e Pronto Socorro João Paulo II - HEPSJPII,10,10,0,0,0,0,0,0,0,0,0,0,
28/05/2020 09:20:32,Porto Velho,Cemetron,60,38,22,17,17,0,0,0,0,0,0,0,
28/05/2020 09:30:55,Porto Velho,Hospital Regional de Extrema - HRE,4,1,3,0,0,0,0,0,0,0,0,0,
28/05/2020 09:31:19,Cacoal,Hospital Regional de Cacoal - HRC,17,9,8,16,3,1,8,0,8,1,0,1,
28/05/2020 09:46:31,Porto Velho,Samar,50,40,10,15,14,0,0,0,0,0,0,0,
28/05/2020 10:06:00,Porto Velho,Hospital Infantial Cosme e Damião - HICD,0,0,0,0,0,7,18,0,18,7,0,7,
28/05/2020 10:06:28,Porto Velho,Hospital Santa Marcelina,30,22,8,0,0,0,0,0,0,0,0,0,
28/05/2020 10:12:42,Cacoal,Hospital Urgência e Emergência Cacoal - HEURO,2,1,1,2,0,0,0,0,0,0,0,0,
28/05/2020 10:26:39,Buritis,Hospital Regional de Buritis - HRB,10,1,9,0,0,0,0,0,0,0,0,0,
28/05/2020 10:32:17,Porto Velho,Assistência Médica Intensiva - AMI,0,0,0,35,27,0,0,0,0,0,0,0,
28/05/2020 10:38:42,Porto Velho,Hospital de Base Dr. Ary Pinheiro - HB,62,62,0,3,3,1,0,0,0,2,1,1,
28/05/2020 10:57:10,São Francisco do Guaporé,Hosp. Reg. de São Fco do Guaporé,9,0,9,1,0,0,0,0,0,0,0,0,
28/05/2020 17:54:23,Corumbiara,Hospital Urgência e Emergência Cacoal - HEURO,1,4,1,1,4,2,2,6,2,2,6,2,
29/05/2020 08:12:49,Porto Velho,Hospital Santa Marcelina,30,24,6,0,0,0,0,0,0,0,0,0,
29/05/2020 08:50:31,Porto Velho,Hospital Estadual e Pronto Socorro João Paulo II - HEPSJPII,7,7,0,0,0,0,0,0,0,0,0,0,
29/05/2020 09:19:07,Porto Velho,Samar,50,40,10,15,15,0,0,0,0,0,0,0,
29/05/2020 09:21:55,Porto Velho,Cemetron,60,42,18,19,19,0,0,0,0,0,0,0,
29/05/2020 09:49:58,Cacoal,Hospital Regional de Cacoal - HRC,17,11,6,16,4,1,8,0,8,1,0,1,
29/05/2020 10:05:53,Porto Velho,Hospital Infantial Cosme e Damião - HICD,0,0,0,0,0,7,18,1,17,7,0,7,
29/05/2020 10:08:45,São Francisco do Guaporé,Hosp. Reg. de São Fco do Guaporé,9,0,9,1,0,0,0,0,0,0,0,0,
29/05/2020 10:12:40,Porto Velho,Hospital de Base Dr. Ary Pinheiro - HB,55,55,0,10,2,1,0,0,0,2,1,1,
29/05/2020 10:41:23,Porto Velho,Hospital Regional de Extrema - HRE,4,2,2,0,0,0,0,0,0,0,0,0,
29/05/2020 11:01:07,Cacoal,Hospital Urgência e Emergência Cacoal - HEURO,3,2,1,2,0,0,0,0,0,0,0,0,
29/05/2020 11:01:36,Porto Velho,Assistência Médica Intensiva - AMI,0,0,0,35,28,0,0,0,0,0,0,0,
29/05/2020 11:10:00,Buritis,Hospital Regional de Buritis - HRB,10,2,8,0,0,0,0,0,0,0,0,0,
30/05/2020 08:08:25,Porto Velho,Hospital Regional de Extrema - HRE,4,1,3,0,0,0,0,0,0,0,0,0,
30/05/2020 08:43:55,Porto Velho,Hospital Estadual e Pronto Socorro João Paulo II - HEPSJPII,6,6,0,0,0,0,0,0,0,0,0,0,
30/05/2020 08:57:10,Porto Velho,Hospital Infantial Cosme e Damião - HICD,0,0,0,0,0,7,18,3,15,7,0,7,
30/05/2020 09:07:14,Porto Velho,Cemetron,60,41,19,19,19,0,0,0,0,0,0,0,
30/05/2020 09:10:02,São Francisco do Guaporé,Hosp. Reg. de São Fco do Guaporé,9,0,9,1,0,0,0,0,0,0,0,0,
30/05/2020 09:11:06,Porto Velho,Assistência Médica Intensiva - AMI,0,0,0,35,33,0,0,0,0,0,0,0,
30/05/2020 09:29:16,Cacoal,Hospital Urgência e Emergência Cacoal - HEURO,3,1,2,2,0,0,0,0,0,0,0,0,
30/05/2020 09:50:06,Cacoal,Hospital Regional de Cacoal - HRC,17,12,5,16,5,1,8,0,8,1,0,1,
30/05/2020 10:10:49,Porto Velho,Samar,50,39,11,15,15,0,0,0,0,0,0,0,
30/05/2020 11:05:03,Buritis,Hospital Regional de Buritis - HRB,10,5,5,0,0,0,0,0,0,0,0,0,
30/05/2020 11:05:34,Porto Velho,Hospital de Base Dr. Ary Pinheiro - HB,55,55,0,10,2,1,0,0,0,2,1,1,
30/05/2020 11:33:33,Porto Velho,Hospital Santa Marcelina,30,25,5,0,0,0,0,0,0,0,0,0,
31/05/2020 08:28:51,São Francisco do Guaporé,Hosp. Reg. de São Fco do Guaporé,9,0,9,1,0,0,0,0,0,0,0,0,
31/05/2020 08:44:28,Porto Velho,Hospital Regional de Extrema - HRE,4,2,2,0,0,0,0,0,0,0,0,0,
31/05/2020 09:26:41,Porto Velho,Hospital Estadual e Pronto Socorro João Paulo II - HEPSJPII,6,6,0,0,0,0,0,0,0,0,0,0,
31/05/2020 09:28:42,Porto Velho,Hospital Infantial Cosme e Damião - HICD,0,0,0,0,0,7,18,2,16,7,0,7,
31/05/2020 09:29:37,Porto Velho,Cemetron,60,40,20,19,19,0,0,0,0,0,0,0,
31/05/2020 09:40:00,Cacoal,Hospital Urgência e Emergência Cacoal - HEURO,3,2,1,2,0,0,0,0,0,0,0,0,
31/05/2020 10:02:29,Porto Velho,Assistência Médica Intensiva - AMI,0,0,0,35,35,0,0,0,0,0,0,0,
31/05/2020 10:26:28,Cacoal,Hospital Regional de Cacoal - HRC,17,11,6,16,7,1,8,0,8,1,0,1,
31/05/2020 10:40:25,Porto Velho,Hospital de Base Dr. Ary Pinheiro - HB,54,54,0,5,2,1,1,1,0,2,1,1,
31/05/2020 10:43:36,Porto Velho,Hospital Santa Marcelina,30,27,3,0,0,0,0,0,0,0,0,0,
31/05/2020 10:48:15,Porto Velho,Samar,50,33,17,15,15,0,0,0,0,0,0,0,
31/05/2020 10:57:17,Buritis,Hospital Regional de Buritis - HRB,10,2,8,0,0,0,0,0,0,0,0,0,
01/06/2020 08:11:49,Porto Velho,Hospital Estadual e Pronto Socorro João Paulo II - HEPSJPII,3,3,0,0,0,0,0,0,0,0,0,0,
01/06/2020 08:40:01,São Francisco do Guaporé,Hosp. Reg. de São Fco do Guaporé,9,1,8,1,0,0,0,0,0,0,0,0,
01/06/2020 08:52:46,Porto Velho,Hospital Santa Marcelina,30,28,2,0,0,0,0,0,0,0,0,0,
01/06/2020 08:55:11,Porto Velho,Hospital Regional de Extrema - HRE,4,2,2,0,0,0,0,0,0,0,0,0,
01/06/2020 09:12:00,Porto Velho,Cemetron,60,34,26,19,19,0,0,0,0,0,0,0,
01/06/2020 10:26:48,Porto Velho,Hospital Infantial Cosme e Damião - HICD,0,0,0,0,0,7,18,2,16,7,0,7,
01/06/2020 11:16:10,Buritis,Hospital Regional de Buritis - HRB,10,4,6,0,0,0,0,0,0,0,0,0,
01/06/2020 11:18:40,Porto Velho,Hospital de Base Dr. Ary Pinheiro - HB,66,66,0,6,6,2,0,0,0,2,1,2,
01/06/2020 11:28:03,Porto Velho,Samar,50,34,16,15,15,0,0,0,0,0,0,0,
01/06/2020 11:30:00,Cacoal,Hospital Urgência e Emergência Cacoal - HEURO,15,15,0,2,0,0,0,0,0,0,0,0,
01/06/2020 11:35:06,Porto Velho,Assistência Médica Intensiva - AMI,0,0,0,35,32,0,0,0,0,0,0,0,
01/06/2020 12:30:48,Cacoal,Hospital Regional de Cacoal - HRC,17,11,6,22,14,1,8,0,8,1,0,1,
02/06/2020 08:19:30,Porto Velho,Hospital Estadual e Pronto Socorro João Paulo II - HEPSJPII,2,2,0,0,0,0,0,0,0,0,0,0,
02/06/2020 09:22:58,Porto Velho,Hospital Santa Marcelina,30,28,2,0,0,0,0,0,0,0,0,0,
02/06/2020 09:25:59,Porto Velho,Hospital Regional de Extrema - HRE,4,0,4,0,0,0,0,0,0,0,0,0,
02/06/2020 09:31:10,Porto Velho,Cemetron,60,38,22,19,19,0,0,0,0,0,0,0,
02/06/2020 09:37:34,Buritis,Hospital Regional de Buritis - HRB,12,5,7,0,0,0,0,0,0,0,0,0,
02/06/2020 10:03:39,São Francisco do Guaporé,Hosp. Reg. de São Fco do Guaporé,9,1,8,1,0,0,0,0,0,0,0,0,
02/06/2020 10:13:26,Porto Velho,Samar,50,34,16,15,14,0,0,0,0,0,0,0,
02/06/2020 10:14:56,Porto Velho,Hospital Infantial Cosme e Damião - HICD,0,0,0,0,0,7,18,4,14,7,0,7,
02/06/2020 10:42:35,Porto Velho,Hospital de Base Dr. Ary Pinheiro - HB,65,65,0,6,6,2,3,3,0,2,0,2,
02/06/2020 10:46:30,Cacoal,Hospital Urgência e Emergência Cacoal - HEURO,3,0,3,2,0,0,0,0,0,0,0,0,
02/06/2020 11:15:20,Cacoal,Hospital Regional de Cacoal - HRC,17,9,8,16,14,1,8,0,8,1,0,1,
02/06/2020 12:06:40,Porto Velho,Assistência Médica Intensiva - AMI,0,0,0,35,32,0,0,0,0,0,0,0,
03/06/2020 07:45:20,Porto Velho,Hospital Regional de Extrema - HRE,4,0,4,0,0,0,0,0,0,0,0,0,
03/06/2020 08:39:14,Porto Velho,Hospital Santa Marcelina,30,24,6,0,0,0,0,0,0,0,0,0,
03/06/2020 08:48:15,São Francisco do Guaporé,Hosp. Reg. de São Fco do Guaporé,9,1,8,1,0,0,0,0,0,0,0,0,
03/06/2020 09:38:53,Porto Velho,Hospital Estadual e Pronto Socorro João Paulo II - HEPSJPII,14,7,7,8,3,0,0,0,0,0,0,0,
03/06/2020 09:46:12,Porto Velho,Assistência Médica Intensiva - AMI,0,0,0,35,33,0,0,0,0,0,0,0,
03/06/2020 10:02:20,Porto Velho,Hospital Infantial Cosme e Damião - HICD,0,0,0,0,0,7,18,3,15,7,0,7,
03/06/2020 10:03:55,Cacoal,Hospital Urgência e Emergência Cacoal - HEURO,3,0,3,2,0,0,0,0,0,0,0,0,
03/06/2020 10:36:10,Porto Velho,Cemetron,60,28,32,17,17,0,0,0,0,0,0,0,
03/06/2020 10:43:44,Porto Velho,Hospital de Base Dr. Ary Pinheiro - HB,60,60,0,7,7,1,0,0,0,2,1,1,
03/06/2020 10:46:37,Cacoal,Hospital Regional de Cacoal - HRC,20,12,8,16,13,1,8,0,8,1,0,1,
03/06/2020 10:49:28,Porto Velho,Samar,50,26,24,15,11,0,0,0,0,0,0,0,
03/06/2020 11:14:24,Buritis,Hospital Regional de Buritis - HRB,12,4,8,0,0,0,0,0,0,0,0,0,
04/06/2020 08:44:51,Porto Velho,Hospital Regional de Extrema - HRE,4,2,2,0,0,0,0,0,0,0,0,0,
04/06/2020 09:12:50,Porto Velho,Hospital Estadual e Pronto Socorro João Paulo II - HEPSJPII (excluir),0,0,0,0,0,0,0,0,0,0,0,0,
04/06/2020 09:15:27,Porto Velho,Hospital Estadual e Pronto Socorro João Paulo II - HEPSJPII,14,1,13,8,3,0,0,0,0,0,0,0,
04/06/2020 09:42:46,Porto Velho,Hospital do Amor,0,0,0,12,6,0,0,0,0,0,0,0,
04/06/2020 09:57:12,Porto Velho,Cemetron,60,30,30,17,17,0,0,0,0,0,0,0,
04/06/2020 10:15:28,Cacoal,Hospital Urgência e Emergência Cacoal - HEURO,3,0,3,2,0,0,0,0,0,0,0,0,
04/06/2020 10:22:47,Porto Velho,Samar,50,26,24,15,14,0,0,0,0,0,0,0,
04/06/2020 10:46:51,Porto Velho,Hospital Infantial Cosme e Damião - HICD,0,0,0,0,0,7,18,3,15,7,0,7,
04/06/2020 10:51:31,São Francisco do Guaporé,Hosp. Reg. de São Fco do Guaporé,9,0,9,1,0,0,0,0,0,0,0,0,
04/06/2020 11:05:30,Porto Velho,Assistência Médica Intensiva - AMI,0,0,0,35,32,0,0,0,0,0,0,0,
04/06/2020 11:06:55,Porto Velho,Hospital de Base Dr. Ary Pinheiro - HB,60,60,0,6,6,2,1,1,0,2,0,2,
04/06/2020 11:08:21,Cacoal,Hospital Regional de Cacoal - HRC,20,11,9,16,16,1,8,0,8,1,0,1,
04/06/2020 11:09:32,Porto Velho,Hospital Santa Marcelina,30,30,0,0,0,0,0,0,0,0,0,0,
04/06/2020 11:24:45,Buritis,Hospital Regional de Buritis - HRB,12,5,7,0,0,0,0,0,0,0,0,0,
05/06/2020 08:16:13,Porto Velho,Hospital Estadual e Pronto Socorro João Paulo II - HEPSJPII,14,1,13,8,3,0,0,0,0,0,0,0,
05/06/2020 08:44:33,Porto Velho,Assistência Médica Intensiva - AMI,0,0,0,35,33,0,0,0,0,0,0,0,
05/06/2020 09:04:38,Porto Velho,Hospital Infantial Cosme e Damião - HICD,0,0,0,0,0,7,18,2,16,7,0,7,
05/06/2020 09:08:03,Porto Velho,Cemetron,60,32,28,19,16,0,0,0,0,0,0,0,
05/06/2020 09:10:34,São Francisco do Guaporé,Hosp. Reg. de São Fco do Guaporé,9,0,9,1,0,0,0,0,0,0,0,0,
05/06/2020 09:21:09,Cacoal,Hospital Urgência e Emergência Cacoal - HEURO,3,1,2,2,0,0,0,0,0,0,0,0,
05/06/2020 09:35:17,Porto Velho,Hospital Regional de Extrema - HRE,4,1,3,0,0,0,0,0,0,0,0,0,
05/06/2020 10:05:45,Porto Velho,Hospital do Amor,0,0,0,12,7,0,0,0,0,0,0,0,
05/06/2020 10:07:06,Cacoal,Hospital Regional de Cacoal - HRC,20,8,12,16,16,1,8,0,8,1,0,1,
05/06/2020 10:13:33,Porto Velho,Hospital Santa Marcelina,30,26,4,0,0,0,0,0,0,0,0,0,
05/06/2020 10:55:52,Porto Velho,Samar,50,27,23,15,15,0,0,0,0,0,0,0,
05/06/2020 11:10:48,Buritis,Hospital Regional de Buritis - HRB,12,6,6,0,0,0,0,0,0,0,0,0,
05/06/2020 11:16:28,Porto Velho,Hospital de Base Dr. Ary Pinheiro - HB,62,62,0,8,8,0,1,1,0,10,10,0,
06/06/2020 07:28:07,Porto Velho,Hospital Santa Marcelina,30,27,3,0,0,0,0,0,0,0,0,0,
06/06/2020 09:22:35,Porto Velho,Hospital Estadual e Pronto Socorro João Paulo II - HEPSJPII,14,3,11,8,7,0,0,0,0,0,0,0,
06/06/2020 09:43:39,São Francisco do Guaporé,Hosp. Reg. de São Fco do Guaporé,9,0,9,1,0,0,0,0,0,0,0,0,
06/06/2020 09:51:31,Porto Velho,Hospital Regional de Extrema - HRE,4,0,4,0,0,0,0,0,0,0,0,0,
06/06/2020 09:58:50,Porto Velho,Cemetron,60,31,29,19,17,0,0,0,0,0,0,0,
06/06/2020 10:01:10,Porto Velho,Hospital Infantial Cosme e Damião - HICD,0,0,0,0,0,7,18,2,16,7,0,7,
06/06/2020 10:04:37,Porto Velho,Hospital do Amor,49,7,42,12,8,0,0,0,0,0,0,0,
06/06/2020 10:23:49,Cacoal,Hospital Regional de Cacoal - HRC,0,0,0,0,0,0,0,0,0,0,0,0,
06/06/2020 10:30:10,Cacoal,Hospital Regional de Cacoal - HRC,20,9,11,16,16,1,8,0,8,1,0,1,
06/06/2020 10:40:08,Porto Velho,Assistência Médica Intensiva - AMI,0,0,0,35,28,0,0,0,0,0,0,0,
06/06/2020 10:48:01,Porto Velho,Samar,50,25,25,15,12,0,0,0,0,0,0,0,
06/06/2020 10:48:04,Cacoal,Hospital Urgência e Emergência Cacoal - HEURO,0,0,0,0,0,0,0,0,0,0,0,0,
06/06/2020 10:50:31,Buritis,Hospital Regional de Buritis - HRB,12,6,6,0,0,0,0,0,0,0,0,0,
06/06/2020 10:54:12,Cacoal,Hospital Urgência e Emergência Cacoal - HEURO,3,2,1,2,0,0,0,0,0,0,0,0,
06/06/2020 11:10:53,Porto Velho,Hospital de Base Dr. Ary Pinheiro - HB,65,65,0,9,9,0,2,2,0,10,10,0,
07/06/2020 07:49:31,Porto Velho,Hospital Estadual e Pronto Socorro João Paulo II - HEPSJPII,14,0,14,8,6,0,0,0,0,0,0,0,
07/06/2020 08:51:06,Buritis,Hospital Regional de Buritis - HRB,12,6,6,0,0,0,0,0,0,0,0,0,
07/06/2020 08:52:07,Porto Velho,Hospital Infantial Cosme e Damião - HICD,0,0,0,0,0,7,18,2,16,7,0,7,
07/06/2020 09:02:04,São Francisco do Guaporé,Hosp. Reg. de São Fco do Guaporé,9,0,9,1,0,0,0,0,0,0,0,0,
07/06/2020 09:15:54,Porto Velho,Assistência Médica Intensiva - AMI,0,0,0,35,29,0,0,0,0,0,0,0,
07/06/2020 09:23:36,Porto Velho,Hospital Regional de Extrema - HRE,4,0,4,0,0,0,0,0,0,0,0,0,
07/06/2020 09:26:35,Porto Velho,Cemetron,60,28,32,19,18,0,0,0,0,0,0,0,
07/06/2020 10:38:03,Cacoal,Hospital Regional de Cacoal - HRC,0,0,0,0,0,0,0,0,0,0,0,0,
07/06/2020 10:43:31,Cacoal,Hospital Regional de Cacoal - HRC,20,9,11,16,16,1,8,0,8,1,0,1,
07/06/2020 10:46:45,Porto Velho,Samar,50,46,4,15,14,0,0,0,0,0,0,0,
07/06/2020 10:54:56,Cacoal,Hospital Urgência e Emergência Cacoal - HEURO,3,2,1,2,1,0,0,0,0,0,0,0,
07/06/2020 11:03:39,Porto Velho,Hospital do Amor,49,7,42,12,7,0,0,0,0,0,0,0,
07/06/2020 11:08:16,Porto Velho,Hospital de Base Dr. Ary Pinheiro - HB,54,54,0,9,9,0,0,0,0,5,5,0,
07/06/2020 11:35:27,Porto Velho,Hospital Santa Marcelina,30,25,5,0,0,0,0,0,0,0,0,0,
08/06/2020 08:37:03,Porto Velho,Hospital Estadual e Pronto Socorro João Paulo II - HEPSJPII,14,2,12,8,6,0,0,0,0,0,0,0,
08/06/2020 08:40:01,São Francisco do Guaporé,Hosp. Reg. de São Fco do Guaporé,9,0,9,1,0,0,0,0,0,0,0,0,
08/06/2020 09:01:11,Porto Velho,Cemetron,60,33,27,19,19,0,0,0,0,0,0,0,
08/06/2020 09:18:24,Porto Velho,Hospital Infantial Cosme e Damião - HICD,0,0,0,0,0,7,18,1,17,7,0,7,
08/06/2020 09:25:50,Porto Velho,Hospital Santa Marcelina,30,27,3,0,0,0,0,0,0,0,0,0,
08/06/2020 09:26:16,Cacoal,Hospital Urgência e Emergência Cacoal - HEURO,3,3,0,2,1,0,0,0,0,0,0,0,
08/06/2020 09:56:40,Cacoal,Hospital Regional de Cacoal - HRC,20,8,12,16,15,1,8,0,8,1,0,1,
08/06/2020 10:03:23,Porto Velho,Hospital de Base Dr. Ary Pinheiro - HB,52,52,0,9,9,0,9,9,0,4,4,0,
08/06/2020 10:13:35,Porto Velho,Assistência Médica Intensiva - AMI,0,0,0,35,35,0,0,0,0,0,0,0,
08/06/2020 10:14:24,Buritis,Hospital Regional de Buritis - HRB,12,4,8,0,0,0,0,0,0,0,0,0,
08/06/2020 10:29:28,Porto Velho,Hospital do Amor,49,10,39,12,7,0,0,0,0,0,0,0,
08/06/2020 10:35:23,Porto Velho,Hospital Regional de Extrema - HRE,4,0,4,0,0,0,0,0,0,0,0,0,
08/06/2020 10:49:06,Porto Velho,Samar,50,24,26,15,14,0,0,0,0,0,0,0,
08/06/2020 10:52:34,Porto Velho,Hospital do Amor,0,0,0,0,0,0,0,0,0,0,0,0,
09/06/2020 08:52:45,Porto Velho,Hospital Regional de Extrema - HRE,4,2,2,0,0,0,0,0,0,0,0,0,
09/06/2020 08:57:02,São Francisco do Guaporé,Hosp. Reg. de São Fco do Guaporé,9,0,9,1,0,0,0,0,0,0,0,0,
09/06/2020 09:03:53,Porto Velho,Hospital Infantial Cosme e Damião - HICD,0,0,0,0,0,7,18,1,17,7,0,7,
09/06/2020 09:04:28,Porto Velho,Hospital Estadual e Pronto Socorro João Paulo II - HEPSJPII,14,5,9,8,2,0,0,0,0,0,0,0,
09/06/2020 09:21:14,Porto Velho,Cemetron,60,38,22,19,19,0,0,0,0,0,0,0,
09/06/2020 09:34:55,Cacoal,Hospital Regional de Cacoal - HRC,20,4,16,16,16,1,8,0,8,1,0,1,
09/06/2020 09:39:11,Porto Velho,Hospital Santa Marcelina,30,23,7,0,0,0,0,0,0,0,0,0,
09/06/2020 10:03:11,Buritis,Hospital Regional de Buritis - HRB,12,4,8,0,0,0,0,0,0,0,0,0,
09/06/2020 10:53:01,Porto Velho,Hospital do Amor,49,11,38,12,12,0,0,0,0,0,0,0,
09/06/2020 10:56:22,Porto Velho,Hospital de Base Dr. Ary Pinheiro - HB,63,41,22,10,9,0,0,0,0,5,5,0,
09/06/2020 11:01:04,Porto Velho,Samar,50,19,31,15,11,0,0,0,0,0,0,0,
09/06/2020 11:12:10,Cacoal,Hospital Urgência e Emergência Cacoal - HEURO,3,3,0,2,1,0,0,0,0,0,0,0,
09/06/2020 11:51:37,Porto Velho,Assistência Médica Intensiva - AMI,0,0,0,35,30,0,0,0,0,0,0,0,
10/06/2020 07:18:21,São Francisco do Guaporé,Hosp. Reg. de São Fco do Guaporé,9,0,9,1,0,0,0,0,0,0,0,0,
10/06/2020 08:05:15,Porto Velho,Hospital Santa Marcelina,30,20,10,0,0,0,0,0,0,0,0,0,
10/06/2020 08:15:40,Porto Velho,Hospital Estadual e Pronto Socorro João Paulo II - HEPSJPII,14,3,11,8,0,0,0,0,0,0,0,0,
10/06/2020 08:28:47,Porto Velho,Hospital Regional de Extrema - HRE,4,2,2,0,0,0,0,0,0,0,0,0,
10/06/2020 09:39:58,Porto Velho,Hospital do Amor,49,18,31,12,11,0,0,0,0,0,0,0,
10/06/2020 09:50:13,Porto Velho,Cemetron,60,34,26,19,19,0,0,0,0,0,0,0,
10/06/2020 10:16:43,Buritis,Hospital Regional de Buritis - HRB,12,3,9,0,0,0,0,0,0,0,0,0,
10/06/2020 10:25:31,Porto Velho,Samar,50,18,32,15,13,0,0,0,0,0,0,0,
10/06/2020 10:26:19,Cacoal,Hospital Urgência e Emergência Cacoal - HEURO,4,4,0,2,0,0,0,0,0,0,0,0,
10/06/2020 10:26:34,Porto Velho,Assistência Médica Intensiva - AMI,0,0,0,35,35,0,0,0,0,0,0,0,
10/06/2020 11:04:08,Porto Velho,Hospital Infantial Cosme e Damião - HICD,0,0,0,0,0,7,18,1,17,7,0,7,
10/06/2020 11:10:33,Porto Velho,Hospital de Base Dr. Ary Pinheiro - HB,63,37,26,10,6,0,0,0,0,5,5,0,
10/06/2020 12:08:38,Cacoal,Hospital Regional de Cacoal - HRC,20,7,13,17,13,1,8,0,8,1,0,1,
11/06/2020 09:04:35,Porto Velho,Hospital Estadual e Pronto Socorro João Paulo II - HEPSJPII,14,3,11,8,5,0,0,0,0,0,0,0,
11/06/2020 09:04:59,São Francisco do Guaporé,Hosp. Reg. de São Fco do Guaporé,9,1,8,1,0,0,0,0,0,0,0,0,
11/06/2020 09:09:01,Porto Velho,Hospital Regional de Extrema - HRE,4,1,3,0,0,0,0,0,0,0,0,0,
11/06/2020 09:10:30,Porto Velho,Cemetron,60,36,24,19,19,0,0,0,0,0,0,0,
11/06/2020 09:12:42,Porto Velho,Hospital Infantial Cosme e Damião - HICD,0,0,0,0,0,0,0,0,0,0,0,0,
11/06/2020 09:47:44,Buritis,Hospital Regional de Buritis - HRB,12,2,10,0,0,0,0,0,0,0,0,0,
11/06/2020 09:49:44,Porto Velho,Hospital Infantial Cosme e Damião - HICD,0,0,0,0,0,7,18,3,15,7,0,7,
11/06/2020 10:21:19,Porto Velho,Hospital de Base Dr. Ary Pinheiro - HB,63,42,21,10,8,0,0,0,0,5,5,0,
11/06/2020 10:28:51,Porto Velho,Hospital do Amor,49,20,29,12,12,0,0,0,0,0,0,0,
11/06/2020 10:39:43,Porto Velho,Hospital Santa Marcelina,30,20,10,0,0,0,0,0,0,0,0,0,
11/06/2020 10:44:33,Porto Velho,Assistência Médica Intensiva - AMI,0,0,0,35,31,0,0,0,0,0,0,0,
11/06/2020 10:56:47,Porto Velho,Samar,50,18,32,15,14,0,0,0,0,0,0,0,
11/06/2020 11:06:13,Cacoal,Hospital Regional de Cacoal - HRC,20,7,13,20,14,1,8,0,8,1,0,1,
11/06/2020 11:14:41,Cacoal,Hospital Urgência e Emergência Cacoal - HEURO,4,3,1,2,0,0,0,0,0,0,0,0,
12/06/2020 08:14:34,Porto Velho,Hospital Santa Marcelina,30,20,10,0,0,0,0,0,0,0,0,0,
12/06/2020 08:41:25,Porto Velho,Hospital do Amor,0,0,0,0,0,0,0,0,0,0,0,0,
12/06/2020 08:47:30,Porto Velho,Samar,50,18,32,15,14,0,0,0,0,0,0,0,
12/06/2020 08:51:02,Porto Velho,Hospital Infantial Cosme e Damião - HICD,0,0,0,0,0,7,18,4,14,7,0,7,
12/06/2020 09:11:57,Porto Velho,Hospital Regional de Extrema - HRE,4,3,1,0,0,0,0,0,0,0,0,0,
12/06/2020 09:14:12,Porto Velho,Hospital do Amor,49,21,28,12,12,0,0,0,0,0,0,0,
12/06/2020 09:49:02,Porto Velho,Assistência Médica Intensiva - AMI,0,0,0,35,29,0,0,0,0,0,0,0,
12/06/2020 09:54:08,São Francisco do Guaporé,Hosp. Reg. de São Fco do Guaporé,9,0,9,1,1,0,0,0,0,0,0,0,
12/06/2020 09:58:08,Porto Velho,Cemetron,60,41,19,19,17,0,0,0,0,0,0,0,
12/06/2020 10:45:51,Cacoal,Hospital Urgência e Emergência Cacoal - HEURO,3,3,0,2,2,0,0,0,0,0,0,0,
12/06/2020 10:46:41,Porto Velho,Hospital Estadual e Pronto Socorro João Paulo II - HEPSJPII,14,3,11,8,5,0,0,0,0,0,0,0,
12/06/2020 10:48:26,Buritis,Hospital Regional de Buritis - HRB,12,2,10,0,0,0,0,0,0,0,0,0,
12/06/2020 10:51:58,Cacoal,Hospital Regional de Cacoal - HRC,20,7,13,22,20,1,8,0,8,1,0,1,
12/06/2020 10:52:22,Porto Velho,Hospital de Base Dr. Ary Pinheiro - HB,63,41,22,10,7,0,0,0,0,5,5,0,
13/06/2020 09:12:58,Porto Velho,Samar,50,28,22,15,12,0,0,0,0,0,0,0,
13/06/2020 09:14:26,Porto Velho,Hospital Santa Marcelina,30,21,9,0,0,0,0,0,0,0,0,0,
13/06/2020 09:28:17,Cacoal,Hospital Urgência e Emergência Cacoal - HEURO,4,3,1,2,1,0,0,0,0,0,0,0,
13/06/2020 09:37:27,São Francisco do Guaporé,Hosp. Reg. de São Fco do Guaporé,9,0,9,1,1,0,0,0,0,0,0,0,
13/06/2020 09:49:13,Porto Velho,Cemetron,60,35,25,19,16,0,0,0,0,0,0,0,
13/06/2020 10:01:25,Porto Velho,Hospital Infantial Cosme e Damião - HICD,0,0,0,0,0,7,18,4,14,7,0,7,
13/06/2020 10:08:34,Cacoal,Hospital Regional de Cacoal - HRC,20,6,12,22,18,1,8,0,8,1,0,1,
13/06/2020 10:18:01,Porto Velho,Hospital Estadual e Pronto Socorro João Paulo II - HEPSJPII,14,8,6,8,5,0,0,0,0,0,0,0,
13/06/2020 10:29:33,Porto Velho,Hospital do Amor,49,23,26,12,11,0,0,0,0,0,0,0,
13/06/2020 10:45:16,Porto Velho,Assistência Médica Intensiva - AMI,0,0,0,35,30,0,0,0,0,0,0,0,
